process,temp,supply,control,corner name,gmn (mS),gmp (mS),I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,differential swing,Oscillation Status,freq (GHZ),failed corners
ff,125,0.9,1.2,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.988038,True,2.644139,
ff,125,0.9,1.3,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,3.002094,True,2.654001,
ff,125,0.9,1.4,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,3.010076,True,2.658693,
ff,125,0.9,1.5,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,3.014174,True,2.661844,
ff,125,0.9,1.6,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,3.016152,True,2.662728,
ff,125,0.9,1.7,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,3.017142,True,2.664046,
ff,125,0.9,1.8,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,3.017594,True,2.66426,
ff,125,1.0,0.0,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.773592,True,2.245521,
ff,125,1.0,0.1,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.751914,True,2.274841,
ff,125,1.0,0.2,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.735848,True,2.310431,
ff,125,1.0,0.3,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.727944,True,2.349917,
ff,125,1.0,0.4,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.734568,True,2.389541,
ff,125,1.0,0.5,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.76061,True,2.427602,
ff,125,1.0,0.6,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.806474,True,2.461276,
ff,125,1.0,0.7,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.866332,True,2.490895,
ff,125,1.0,0.8,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.93263,True,2.51912,
ff,125,1.0,0.9,"ff,125,1.0",1.457782e+01,9.886145e+00,1.188961e+00,1.188961e+00,2.377918e+00,True,True,True,7.244904e-01,7.244904e-01,2.997736,True,2.544722,
